,rank,rank_last_week,weeks_on_list,asterisk,dagger,primary_isbn10,primary_isbn13,publisher,description,price,title,author,contributor,contributor_note,book_image,book_image_width,book_image_height,amazon_product_url,age_group,book_review_link,first_chapter_link,sunday_review_link,article_chapter_link,isbns,buy_links,book_uri,bestsellers_date,display_name,list_name,list_name_encoded,published_date,updated
547,8,0,245,0,0,081298496X,9780812984965,One World,A civil rights lawyer and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.,0.00,JUST MERCY,Bryan Stevenson,by Bryan Stevenson,,https://storage.googleapis.com/du-prd/books/images/9780812994520.jpg,128,193,http://www.amazon.com/Just-Mercy-Story-Justice-Redemption-ebook/dp/B00JYWVYLY?tag=NYTBSREV-20,,,,https://www.nytimes.com/2014/10/19/books/review/just-mercy-by-bryan-stevenson.html,,"[{'isbn10': '0812994523', 'isbn13': '9780812994520'}, {'isbn10': '0553550608', 'isbn13': '9780553550603'}, {'isbn10': '1925113574', 'isbn13': '9781925113570'}, {'isbn10': '081298496X', 'isbn13': '9780812984965'}, {'isbn10': '0593133935', 'isbn13': '9780593133934'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Just-Mercy-Story-Justice-Redemption-ebook/dp/B00JYWVYLY?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=JUST+MERCY&author=Bryan+Stevenson'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780812984965'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FJUST%252BMERCY%252FBryan%252BStevenson%252F9780812984965&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DJUST%252BMERCY%252BBryan%252BStevenson'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780812984965&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DJUST%2BMERCY'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780812984965%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DJUST%2BMERCY%2BBryan%2BStevenson%26aff%3DNYT'}]",nyt://book/cd6d25c8-a6f0-55a4-b322-e8eb0dbb5fb3,2021-03-27,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction,2021-04-11,WEEKLY
548,9,9,111,0,0,0399588191,9780399588198,One World,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”,0.00,BORN A CRIME,Trevor Noah,by Trevor Noah,,https://storage.googleapis.com/du-prd/books/images/9780399588181.jpg,326,495,https://www.amazon.com/Born-Crime-Stories-African-Childhood-ebook/dp/B01DHWACVY?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0399588175', 'isbn13': '9780399588174'}, {'isbn10': '0399588183', 'isbn13': '9780399588181'}, {'isbn10': '1531865038', 'isbn13': '9781531865030'}, {'isbn10': '1531865046', 'isbn13': '9781531865047'}, {'isbn10': '0399588191', 'isbn13': '9780399588198'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Born-Crime-Stories-African-Childhood-ebook/dp/B01DHWACVY?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=BORN+A+CRIME&author=Trevor+Noah'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780399588198'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FBORN%252BA%252BCRIME%252FTrevor%252BNoah%252F9780399588198&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DBORN%252BA%252BCRIME%252BTrevor%252BNoah'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780399588198&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DBORN%2BA%2BCRIME'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780399588198%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DBORN%2BA%2BCRIME%2BTrevor%2BNoah%26aff%3DNYT'}]",nyt://book/c82bc1ff-7305-5acf-b948-a4163f03e2bc,2021-03-27,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction,2021-04-11,WEEKLY
549,10,8,265,0,0,0374533555,9780374533557,"Farrar, Straus & Giroux",When we can and cannot trust our intuitions in making business and personal decisions.,0.00,"THINKING, FAST AND SLOW",Daniel Kahneman,by Daniel Kahneman,,https://storage.googleapis.com/du-prd/books/images/9781429969352.jpg,330,490,http://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman-ebook/dp/B00555X8OA?tag=NYTBSREV-20,,https://www.nytimes.com/2011/11/27/books/review/thinking-fast-and-slow-by-daniel-kahneman-book-review.html,,https://www.nytimes.com/2011/11/27/books/review/thinking-fast-and-slow-by-daniel-kahneman-book-review.html,,"[{'isbn10': '0374275637', 'isbn13': '9780374275631'}, {'isbn10': '0739357980', 'isbn13': '9780739357989'}, {'isbn10': '0374533555', 'isbn13': '9780374533557'}, {'isbn10': '0606275649', 'isbn13': '9780606275644'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman-ebook/dp/B00555X8OA?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THINKING%2C+FAST+AND+SLOW&author=Daniel+Kahneman'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780374533557'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHINKING%25252C%252BFAST%252BAND%252BSLOW%252FDaniel%252BKahneman%252F9780374533557&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHINKING%25252C%252BFAST%252BAND%252BSLOW%252BDaniel%252BKahneman'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780374533557&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHINKING%252C%2BFAST%2BAND%2BSLOW'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780374533557%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHINKING%252C%2BFAST%2BAND%2BSLOW%2BDaniel%2BKahneman%26aff%3DNYT'}]",nyt://book/1e1ffccd-d526-5154-84de-1628b31454e9,2021-03-27,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction,2021-04-11,WEEKLY
550,11,11,65,0,0,0679763880,9780679763888,Vintage,"An account of the Great Migration of 1915-70, in which six million African-Americans abandoned the South.",0.00,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,by Isabel Wilkerson,,https://storage.googleapis.com/du-prd/books/images/9780679763888.jpg,298,450,http://www.amazon.com/The-Warmth-Other-Suns-Migration-ebook/dp/B003EY7JGM?tag=NYTBSREV-20,,https://www.nytimes.com/2010/08/31/books/31book.html,,https://www.nytimes.com/2010/09/05/books/review/Oshinsky-t.html,,"[{'isbn10': '0679444327', 'isbn13': '9780679444329'}, {'isbn10': '0679604073', 'isbn13': '9780679604075'}, {'isbn10': '0679763880', 'isbn13': '9780679763888'}, {'isbn10': '1491545429', 'isbn13': '9781491545423'}, {'isbn10': '1455814210', 'isbn13': '9781455814213'}, {'isbn10': '1469233010', 'isbn13': '9781469233017'}, {'isbn10': '1455814253', 'isbn13': '9781455814251'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/The-Warmth-Other-Suns-Migration-ebook/dp/B003EY7JGM?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+WARMTH+OF+OTHER+SUNS&author=Isabel+Wilkerson'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780679763888'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BWARMTH%252BOF%252BOTHER%252BSUNS%252FIsabel%252BWilkerson%252F9780679763888&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BWARMTH%252BOF%252BOTHER%252BSUNS%252BIsabel%252BWilkerson'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780679763888&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BWARMTH%2BOF%2BOTHER%2BSUNS'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780679763888%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BWARMTH%2BOF%2BOTHER%2BSUNS%2BIsabel%2BWilkerson%26aff%3DNYT'}]",nyt://book/454072e5-75f0-5f77-82c4-2c75a275531b,2021-03-27,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction,2021-04-11,WEEKLY
551,12,13,5,0,0,0525560564,9780525560562,Penguin,"A critique of how today's mainstream feminism overlooks basic needs such as access to food, education, living wages and medical care.",0.00,HOOD FEMINISM,Mikki Kendall,by Mikki Kendall,,https://storage.googleapis.com/du-prd/books/images/9780525560548.jpg,333,500,https://www.amazon.com/dp/0525560548?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0525560548', 'isbn13': '9780525560548'}, {'isbn10': '0525560564', 'isbn13': '9780525560562'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0525560548?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=HOOD+FEMINISM&author=Mikki+Kendall'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780525560562'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FHOOD%252BFEMINISM%252FMikki%252BKendall%252F9780525560562&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DHOOD%252BFEMINISM%252BMikki%252BKendall'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780525560562&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DHOOD%2BFEMINISM'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780525560562%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DHOOD%2BFEMINISM%2BMikki%2BKendall%26aff%3DNYT'}]",nyt://book/43e51ff3-80d5-5ea2-af9f-8a2a174049fa,2021-03-27,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction,2021-04-11,WEEKLY
552,13,0,34,0,0,1580058825,9781580058827,Seal,A look at the contemporary racial landscape of the United States.,0.00,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,by Ijeoma Oluo,,https://storage.googleapis.com/du-prd/books/images/9781580056786.jpg,330,495,https://www.amazon.com/You-Want-Talk-About-Race-ebook/dp/B073P53DVL?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1580056784', 'isbn13': '9781580056786'}, {'isbn10': '1580056776', 'isbn13': '9781580056779'}, {'isbn10': '1580058825', 'isbn13': '9781580058827'}, {'isbn10': '1541619226', 'isbn13': '9781541619227'}, {'isbn10': '1538475278', 'isbn13': '9781538475270'}, {'isbn10': '153847526X', 'isbn13': '9781538475263'}, {'isbn10': '1538475286', 'isbn13': '9781538475287'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/You-Want-Talk-About-Race-ebook/dp/B073P53DVL?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=SO+YOU+WANT+TO+TALK+ABOUT+RACE&author=Ijeoma+Oluo'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781580058827'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FSO%252BYOU%252BWANT%252BTO%252BTALK%252BABOUT%252BRACE%252FIjeoma%252BOluo%252F9781580058827&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DSO%252BYOU%252BWANT%252BTO%252BTALK%252BABOUT%252BRACE%252BIjeoma%252BOluo'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781580058827&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DSO%2BYOU%2BWANT%2BTO%2BTALK%2BABOUT%2BRACE'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781580058827%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DSO%2BYOU%2BWANT%2BTO%2BTALK%2BABOUT%2BRACE%2BIjeoma%2BOluo%26aff%3DNYT'}]",nyt://book/5277d3c7-2a5d-566a-8738-1d664a19abb5,2021-03-27,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction,2021-04-11,WEEKLY
553,14,14,9,0,0,0804172722,9780804172721,Anchor,"An owner’s manual of the human body covering various parts, functions and what happens when things go wrong.",0.00,THE BODY,Bill Bryson,by Bill Bryson,,https://storage.googleapis.com/du-prd/books/images/9780385539302.jpg,330,482,https://www.amazon.com/Body-Guide-Occupants-Bill-Bryson/dp/0385539304?tag=NYTBSREV-20,,https://www.nytimes.com/2019/10/15/books/review/the-body-a-guide-for-occupants-bill-bryson.html,,,,"[{'isbn10': '0385539304', 'isbn13': '9780385539302'}, {'isbn10': '0385539312', 'isbn13': '9780385539319'}, {'isbn10': '0147526914', 'isbn13': '9780147526915'}, {'isbn10': '0804172722', 'isbn13': '9780804172721'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Body-Guide-Occupants-Bill-Bryson/dp/0385539304?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+BODY&author=Bill+Bryson'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780804172721'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BBODY%252FBill%252BBryson%252F9780804172721&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BBODY%252BBill%252BBryson'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780804172721&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BBODY'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780804172721%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BBODY%2BBill%2BBryson%26aff%3DNYT'}]",nyt://book/d8336a4c-3540-5a7a-8736-4e806355af21,2021-03-27,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction,2021-04-11,WEEKLY
554,15,15,4,0,0,0525562648,9780525562641,Anchor,"From 1945 to 1965, a family in Colorado had 12 children, six of whom went on to develop schizophrenia.",0.00,HIDDEN VALLEY ROAD,Robert Kolker,by Robert Kolker,,https://storage.googleapis.com/du-prd/books/images/9780385543767.jpg,329,500,https://www.amazon.com/dp/038554376X?tag=NYTBSREV-20,,,,,,"[{'isbn10': '038554376X', 'isbn13': '9780385543767'}, {'isbn10': '0385543778', 'isbn13': '9780385543774'}, {'isbn10': '0525562648', 'isbn13': '9780525562641'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/038554376X?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=HIDDEN+VALLEY+ROAD&author=Robert+Kolker'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780525562641'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FHIDDEN%252BVALLEY%252BROAD%252FRobert%252BKolker%252F9780525562641&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DHIDDEN%252BVALLEY%252BROAD%252BRobert%252BKolker'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780525562641&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DHIDDEN%2BVALLEY%2BROAD'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780525562641%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DHIDDEN%2BVALLEY%2BROAD%2BRobert%2BKolker%26aff%3DNYT'}]",nyt://book/39609dae-8dc3-50fb-960f-316032c7f5f5,2021-03-27,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction,2021-04-11,WEEKLY
555,1,1,126,0,0,0143127748,9780143127741,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",0.00,THE BODY KEEPS THE SCORE,Bessel van der Kolk,by Bessel van der Kolk,,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,128,193,http://www.amazon.com/The-Body-Keeps-Score-Healing/dp/0670785938?tag=NYTBSREV-20,,https://www.nytimes.com/2018/10/18/books/review/how-to-rewire-your-traumatized-brain.html,,,,"[{'isbn10': '0670785938', 'isbn13': '9780670785933'}, {'isbn10': '0143127748', 'isbn13': '9780143127741'}, {'isbn10': '1469092352', 'isbn13': '9781469092355'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/The-Body-Keeps-Score-Healing/dp/0670785938?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+BODY+KEEPS+THE+SCORE&author=Bessel+van+der+Kolk'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780143127741'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BBODY%252BKEEPS%252BTHE%252BSCORE%252FBessel%252Bvan%252Bder%252BKolk%252F9780143127741&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BBODY%252BKEEPS%252BTHE%252BSCORE%252BBessel%252Bvan%252Bder%252BKolk'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780143127741&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BBODY%2BKEEPS%2BTHE%2BSCORE'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780143127741%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BBODY%2BKEEPS%2BTHE%2BSCORE%2BBessel%2Bvan%2Bder%2BKolk%26aff%3DNYT'}]",nyt://book/e3e33e9d-0e67-5fec-b0d2-2ecddc38ce0e,2021-03-20,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction,2021-04-04,WEEKLY
556,2,2,3,0,0,1524763144,9781524763145,Crown,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent.",0.00,BECOMING,Michelle Obama,by Michelle Obama,,https://storage.googleapis.com/du-prd/books/images/9781524763138.jpg,326,495,https://www.amazon.com/Becoming-Michelle-Obama/dp/1524763136?tag=NYTBSREV-20,,https://www.nytimes.com/2018/12/06/books/review/michelle-obama-becoming-memoir.html,,,,"[{'isbn10': '1524763136', 'isbn13': '9781524763138'}, {'isbn10': '0525633677', 'isbn13': '9780525633679'}, {'isbn10': '1524763144', 'isbn13': '9781524763145'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Becoming-Michelle-Obama/dp/1524763136?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=BECOMING&author=Michelle+Obama'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781524763145'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FBECOMING%252FMichelle%252BObama%252F9781524763145&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DBECOMING%252BMichelle%252BObama'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781524763145&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DBECOMING'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781524763145%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DBECOMING%2BMichelle%2BObama%26aff%3DNYT'}]",nyt://book/8cf1d8dc-669e-5662-8c67-36cebeaf2aef,2021-03-20,Paperback Nonfiction,Paperback Nonfiction,paperback-nonfiction,2021-04-04,WEEKLY
